"NAISTテキストコーパスの記事番号";"本アノテーションデータにおける記事ID"
"950111054";"911175445"
"950111055";"911175446"
"950111056";"911175447"
"950111057";"911175448"
"950111060";"911175449"
"950111060";"950390046"
"950111060";"951090029"
"950111060";"951290050"
"950111062";"911175450"
"950111063";"911175451"
"950111066";"911175452"
"950111067";"911175453"
"950111068";"911175454"
"950111072";"911175455"
"950111073";"911175456"
"950111074";"911175457"
"950111075";"911175458"
"950111076";"911175459"
"950111077";"911175460"
"950111078";"911175461"
"950111079";"911175462"
"950111080";"911175463"
"950111081";"911175464"
"950111083";"911175465"
"950111084";"911175466"
"950111089";"911175467"
"950111091";"911175468"
"950111092";"911175469"
"950111093";"911175470"
"950111094";"911175471"
"950111095";"911175472"
"950111096";"911175473"
"950111097";"911175474"
"950111098";"911175475"
"950111099";"911175476"
"950111102";"911175477"
"950111106";"911175478"
"950111110";"911175479"
"950111112";"911175480"
"950111114";"911175481"
"950111117";"911175482"
"950111118";"911175483"
"950111119";"911175484"
"950111121";"911175485"
"950111124";"911175486"
"950111127";"911175487"
"950111132";"911175488"
"950111134";"911175489"
"950111135";"911175490"
"950111136";"911175491"
"950111141";"911175492"
"950111142";"911175493"
"950111144";"911175494"
"950111145";"911175495"
"950111146";"911175496"
"950111150";"911175497"
"950111151";"911175498"
"950111152";"911175499"
"950111153";"911175500"
"950111154";"911175501"
"950111155";"911175502"
"950111156";"911175503"
"950111157";"911175504"
"950111161";"911175505"
"950111162";"911175506"
"950111163";"911175507"
"950111165";"911175509"
"950111166";"911175510"
"950111167";"911175511"
"950111168";"911175512"
"950111169";"911175513"
"950111170";"911175514"
"950111172";"911175516"
"950111173";"911175517"
"950111174";"911175518"
"950111175";"911175519"
"950111176";"911175520"
"950111177";"911175521"
"950111178";"911175522"
"950111179";"911175523"
"950111180";"911175524"
"950111181";"911175525"
"950111182";"911175526"
"950111183";"911175527"
"950111184";"911175528"
"950111186";"911175529"
"950111187";"911175530"
"950111189";"911175531"
"950111190";"911175532"
"950111191";"911175533"
"950111192";"911175534"
"950111193";"911175535"
"950111194";"911175536"
"950111195";"911175537"
"950111196";"911175538"
"950111197";"911175539"
"950111198";"911175540"
"950111200";"911175541"
"950111201";"911175542"
"950111202";"911175543"
"950111204";"911175544"
"950111207";"911175545"
"950111208";"911175546"
"950111209";"911175547"
"950111210";"911175548"
"950111211";"911175549"
"950111212";"911175550"
"950111213";"911175551"
"950111215";"911175552"
"950111218";"911175553"
"950111219";"911175554"
"950111221";"911175555"
"950111222";"911175556"
"950111225";"911175557"
"950111226";"911175558"
"950111227";"911175559"
"950111228";"911175560"
"950111229";"911175561"
"950111231";"911175562"
"950111237";"911175563"
"950111239";"911175564"
"950111241";"911175565"
"950111246";"911175566"
"950111247";"911175567"
"950111249";"911175568"
"950111250";"911175569"
"950111251";"911175570"
"950111252";"911175571"
"950111256";"911175572"
"950111259";"911175573"
"950111260";"911175574"
"950111261";"911175575"
"950111262";"911175576"
"950111263";"911175577"
"950111264";"911175578"
"950111265";"911175579"
"950111266";"911175580"
"950111267";"911175581"
"950111268";"911175582"
"950111270";"911175583"
"950111271";"911175584"
"950111272";"911175585"
"950111273";"911175586"
"950111274";"911175587"
"950111275";"911175588"
"950111276";"911175589"
"950111277";"911175590"
"950111278";"911175591"
"950111279";"911175592"
"950111280";"911175593"
"950111281";"911175594"
"950112002";"911185408"
"950112003";"911185409"
"950112004";"911185410"
"950112005";"911185411"
"950112006";"911185412"
"950112007";"911185413"
"950112008";"911185414"
"950112009";"911185415"
"950112010";"911185416"
"950112011";"911185417"
"950112012";"911185418"
"950112013";"911185419"
"950112015";"911185420"
"950112016";"911185421"
"950112017";"911185422"
"950112018";"911185423"
"950112019";"911185424"
"950112020";"911185425"
"950112021";"911185426"
"950112022";"911185427"
"950112023";"911185428"
"950112024";"911185429"
"950112025";"911185430"
"950112026";"911185431"
"950112028";"911185432"
"950112029";"911185433"
"950112030";"911185434"
"950112032";"911185435"
"950112033";"911185436"
"950112036";"911185437"
"950112037";"911185438"
"950112039";"911185439"
"950112040";"911185440"
"950112041";"911185441"
"950112042";"911185442"
"950112043";"950190014"
"950112044";"950190015"
"950112045";"911185443"
"950112047";"911185444"
"950112048";"911185445"
"950112050";"911185446"
"950112051";"911185447"
"950112052";"911185448"
"950112053";"911185449"
"950112054";"911185450"
"950112055";"911185451"
"950112056";"911185452"
"950112057";"911185453"
"950112058";"911185454"
"950112059";"911185455"
"950112060";"911185456"
"950112061";"911185457"
"950112062";"911185458"
"950112063";"911185459"
"950112064";"911185460"
"950112065";"911185461"
"950112066";"911185462"
"950112067";"911185463"
"950112068";"911185464"
"950112069";"911185465"
"950112070";"911185466"
"950112071";"911185467"
"950112072";"911185468"
"950112074";"911185469"
"950112075";"911185470"
"950112076";"911185471"
"950112077";"911185472"
"950112078";"911185473"
"950112079";"911185474"
"950112080";"911185475"
"950112082";"911185476"
"950112083";"911185477"
"950112085";"911185478"
"950112086";"911185479"
"950112087";"911185480"
"950112089";"911185481"
"950112090";"911185482"
"950112091";"911185483"
"950112092";"911185484"
"950112094";"911185485"
"950112096";"911185486"
"950112097";"911185487"
"950112098";"911185488"
"950112100";"911185489"
"950112101";"911185490"
"950112102";"911185491"
"950112103";"911185492"
"950112104";"911185493"
"950112105";"911185494"
"950112108";"911185495"
"950112109";"911185496"
"950112110";"911185497"
"950112111";"911185498"
"950112112";"911185499"
"950112113";"911185500"
"950112114";"911185501"
"950112122";"911185502"
"950112124";"911185503"
"950112129";"911185504"
"950112131";"911185505"
"950112133";"911185506"
"950112134";"911185507"
"950112137";"911185508"
"950112138";"911185509"
"950112139";"911185510"
"950112141";"911185511"
"950112142";"911185512"
"950112143";"911185513"
"950112146";"911185514"
"950112147";"911185515"
"950112149";"911095457"
"950112149";"911115475"
"950112149";"911125477"
"950112149";"911145481"
"950112149";"911185516"
"950112149";"911195594"
"950112149";"911205516"
"950112150";"911185517"
"950112151";"911185518"
"950112152";"911185519"
"950112153";"911185520"
"950112154";"911185521"
"950112159";"911185522"
"950112160";"911185523"
"950112162";"911185524"
"950112163";"911185525"
"950112168";"911185526"
"950112169";"911185527"
"950112173";"911185528"
"950112174";"911185529"
"950112175";"911185530"
"950112176";"911185531"
"950112177";"911185532"
"950112178";"911185533"
"950112179";"911185534"
"950112180";"911185535"
"950112182";"911185536"
"950112183";"911185537"
"950112185";"911185538"
"950112186";"911185539"
"950112187";"911185540"
"950112189";"911185541"
"950112191";"911185542"
"950112193";"911185543"
"950112195";"911185544"
"950112196";"911185545"
"950112197";"911185546"
"950112198";"911185547"
"950112199";"911185548"
"950112200";"911185549"
"950112201";"911185550"
"950112202";"911185551"
"950112203";"911185552"
"950112204";"911185553"
"950112205";"911185554"
"950112209";"911185555"
"950112210";"911185556"
"950112213";"911185557"
"950112215";"911185558"
"950112218";"911185559"
"950112219";"911185560"
"950112220";"911185561"
"950112222";"911185563"
"950112223";"911185564"
"950112224";"911185565"
"950112225";"911185566"
"950112228";"911185567"
"950112230";"911185568"
"950112231";"911185569"
"950112232";"911185570"
"950112233";"911185571"
"950112237";"911185572"
"950112238";"911185573"
"950112239";"911185574"
"950112240";"911185575"
"950112241";"911185576"
"950112242";"911185577"
"950112243";"911185578"
"950112244";"911185579"
"950112245";"911185580"
"950112249";"911185582"
"950112250";"911185583"
"950112251";"911185584"
"950112252";"911185585"
"950112253";"911185586"
"950112255";"911185587"
"950112256";"911185588"
"950112257";"911185589"
"950112258";"911185590"
"950112259";"911185591"
"950112260";"911185592"
"950112261";"911185593"
"950112262";"911185594"
"950112264";"911185595"
"950112265";"911185596"
"950112266";"911185597"
"950112267";"911185598"
"950112268";"911185599"
"950112269";"911185600"
"950112270";"911185601"
"950112271";"911185602"
"950112271";"911195603"
"950112276";"911185603"
"950112277";"911185604"
"950112278";"911185605"
"950112279";"911185606"
"950112280";"911185607"
"950112282";"911185608"
"950112283";"911185609"
"950112286";"911185610"
"950112287";"911185611"
"950112294";"911185612"
"950112295";"911185613"
"950112296";"911185614"
"950112297";"911185615"
"950112298";"911185616"
"950112299";"911185617"
"950112300";"911185618"
"950112302";"911185619"
"950112303";"911185620"
"950112304";"911185621"
"950113001";"911195408"
"950113002";"911195409"
"950113003";"911195410"
"950113004";"911195411"
"950113005";"911195412"
"950113006";"911195413"
"950113008";"911195414"
"950113009";"911195415"
"950113010";"911195416"
"950113012";"911195417"
"950113013";"911195418"
"950113014";"911195419"
"950113015";"911195420"
"950113017";"911195421"
"950113018";"911195422"
"950113019";"911195423"
"950113020";"911195424"
"950113021";"911195425"
"950113022";"911195426"
"950113023";"911195427"
"950113024";"911195428"
"950113025";"911195429"
"950113026";"911195430"
"950113027";"911195431"
"950113028";"911195432"
"950113029";"911195433"
"950113030";"911195434"
"950113032";"911195435"
"950113033";"911195436"
"950113034";"911195437"
"950113035";"911195438"
"950113036";"911195439"
"950113038";"911195440"
"950113039";"911195441"
"950113041";"911195442"
"950113042";"911195443"
"950113045";"911195444"
"950113046";"911195445"
"950113047";"911195446"
"950113048";"911195447"
"950113049";"911195448"
"950113050";"911195449"
"950113051";"911195450"
"950113052";"950190016"
"950113053";"950190017"
"950113054";"911195451"
"950113056";"911195452"
"950113057";"911195453"
"950113058";"911195454"
"950113059";"911195455"
"950113060";"911195456"
"950113061";"911195457"
"950113062";"911195458"
"950113064";"911195459"
"950113065";"911195460"
"950113066";"911195461"
"950113067";"911195462"
"950113068";"911195463"
"950113069";"911195464"
"950113070";"911195465"
"950113071";"911195466"
"950113072";"911195467"
"950113075";"911195468"
"950113076";"911195469"
"950113077";"911195470"
"950113079";"911195471"
"950113080";"911195472"
"950113081";"911195473"
"950113082";"911195474"
"950113083";"911195475"
"950113084";"911195476"
"950113085";"911195477"
"950113086";"911195478"
"950113088";"911195479"
"950113089";"911195480"
"950113091";"911195481"
"950113092";"911195482"
"950113094";"911195483"
"950113096";"911195484"
"950113097";"911195485"
"950113098";"911195486"
"950113099";"911195487"
"950113100";"911195488"
"950113101";"911195489"
"950113105";"911195490"
"950113107";"911195491"
"950113110";"911195492"
"950113113";"911195493"
"950113116";"911195494"
"950113119";"911195495"
"950113120";"911195496"
"950113122";"911195497"
"950113123";"911195498"
"950113124";"911195499"
"950113126";"911195500"
"950113127";"911195501"
"950113128";"911195502"
"950113130";"911195503"
"950113131";"911195504"
"950113132";"911195505"
"950113133";"911195506"
"950113134";"911195507"
"950113136";"911195508"
"950113137";"911195509"
"950113139";"911195510"
"950113141";"911195511"
"950113143";"911195512"
"950113145";"911195513"
"950113147";"911195514"
"950113152";"911195515"
"950113155";"911195516"
"950113156";"911195517"
"950113157";"911195518"
"950113159";"911195519"
"950113163";"911195520"
"950113164";"911195521"
"950113165";"911195522"
"950113166";"911195523"
"950113167";"911195524"
"950113168";"911195525"
"950113170";"911195526"
"950113171";"911195527"
"950113172";"911195528"
"950113176";"911195529"
"950113177";"911195530"
"950113178";"911195531"
"950113179";"911195532"
"950113180";"911195533"
"950113181";"911195534"
"950113182";"911195535"
"950113183";"911195536"
"950113185";"911195537"
"950113186";"911195538"
"950113187";"911195539"
"950113188";"911195540"
"950113189";"911195541"
"950113190";"911195542"
"950113193";"911195543"
"950113195";"911195544"
"950113196";"911195545"
"950113198";"911195546"
"950113200";"911195547"
"950113202";"911195548"
"950113203";"911195549"
"950113204";"911195550"
"950113205";"911195551"
"950113206";"911195552"
"950113207";"911195553"
"950113210";"911195554"
"950113212";"911195555"
"950113214";"911195556"
"950113215";"911195557"
"950113217";"911195558"
"950113218";"911195559"
"950113219";"911195560"
"950113220";"911195561"
"950113221";"911195562"
"950113222";"911195563"
"950113224";"911195564"
"950113225";"911195565"
"950113226";"911195566"
"950113228";"911195567"
"950113232";"911195568"
"950113233";"911195569"
"950113234";"911195570"
"950113235";"911195571"
"950113236";"911195572"
"950113237";"911195573"
"950113238";"911195574"
"950113241";"911195575"
"950113243";"911195576"
"950113245";"911195577"
"950113246";"911195578"
"950113250";"911195579"
"950113251";"911195580"
"950113253";"911195581"
"950113254";"911195582"
"950113258";"911195583"
"950113260";"911195584"
"950113263";"911195585"
"950113264";"911195586"
"950113268";"911195587"
"950113270";"911195588"
"950113273";"911195589"
"950113275";"911195590"
"950113276";"911195591"
"950113277";"911195592"
"950113278";"911195593"
"950113279";"911095457"
"950113279";"911115475"
"950113279";"911125477"
"950113279";"911145481"
"950113279";"911185516"
"950113279";"911195594"
"950113279";"911205516"
"950113280";"911195595"
"950113281";"911195596"
"950113282";"911195597"
"950113283";"911195598"
"950113285";"911195599"
"950113287";"911195600"
"950113288";"911195601"
"950113289";"911195602"
"950113290";"911185602"
"950113290";"911195603"
"950113291";"911195604"
"950113292";"911195605"
"950113294";"911195606"
"950113295";"911195607"
"950113300";"911195608"
"950113301";"911195609"
"950113302";"911195610"
"950113303";"911195611"
"950113305";"911195612"
"950113307";"911195613"
"950113313";"911195614"
"950113314";"911195615"
"950113316";"911195616"
"950113316";"911205568"
"950113317";"911195617"
"950113317";"911205508"
"950113318";"911195618"
"950113319";"911195619"
"950113321";"911195620"
"950113322";"911195621"
"950114001";"911205408"
"950114003";"911205409"
"950114004";"911205410"
"950114005";"911205411"
"950114006";"911205412"
"950114007";"911205413"
"950114008";"911205414"
"950114009";"911205415"
"950114010";"911205416"
"950114012";"911205417"
"950114013";"911205418"
"950114015";"911205419"
"950114016";"911205420"
"950114017";"911205421"
"950114018";"911205422"
"950114020";"911205423"
"950114021";"911205424"
"950114022";"911205425"
"950114023";"911205426"
"950114024";"911205427"
"950114027";"911205428"
"950114028";"911205429"
"950114029";"911205430"
"950114031";"911115424"
"950114031";"911205431"
"950114033";"911205432"
"950114034";"911205433"
"950114035";"911205434"
"950114036";"911205435"
"950114037";"911205436"
"950114038";"911205437"
"950114040";"911205438"
"950114041";"911205439"
"950114046";"950190018"
"950114048";"911205440"
"950114049";"911205441"
"950114050";"911205442"
"950114051";"911205443"
"950114052";"911205444"
"950114053";"911205445"
"950114054";"911205446"
"950114056";"911205447"
"950114057";"911205448"
"950114058";"911205449"
"950114059";"911205450"
"950114060";"911205451"
"950114061";"911205452"
"950114062";"911205453"
"950114063";"911205454"
"950114064";"911205455"
"950114065";"911205456"
"950114066";"911205457"
"950114067";"911205458"
"950114068";"911205459"
"950114070";"911205460"
"950114071";"911205461"
"950114072";"911205462"
"950114074";"911205463"
"950114075";"911205464"
"950114077";"911205465"
"950114078";"911205466"
"950114079";"911205467"
"950114080";"911205468"
"950114082";"911205469"
"950114083";"911205470"
"950114084";"911205471"
"950114085";"911205472"
"950114086";"911205473"
"950114087";"911205474"
"950114088";"911205475"
"950114089";"911205476"
"950114090";"911205477"
"950114091";"911205478"
"950114092";"911205479"
"950114094";"911205480"
"950114095";"911205481"
"950114097";"911205482"
"950114099";"911205483"
"950114100";"911205484"
"950114101";"911205485"
"950114102";"911205486"
"950114103";"911205487"
"950114108";"911205488"
"950114111";"911205489"
"950114113";"911205490"
"950114114";"911205491"
"950114116";"911205492"
"950114120";"911205493"
"950114121";"911205494"
"950114124";"911205495"
"950114125";"911205496"
"950114127";"911205497"
"950114134";"911205498"
"950114135";"911205499"
"950114137";"911205500"
"950114139";"911205501"
"950114140";"911205502"
"950114141";"911205503"
"950114145";"911205504"
"950114148";"911205505"
"950114150";"911205506"
"950114151";"911205507"
"950114152";"911195617"
"950114152";"911205508"
"950114153";"911205509"
"950114156";"911205510"
"950114157";"911205511"
"950114160";"911205512"
"950114161";"911205513"
"950114164";"911205514"
"950114166";"911205515"
"950114167";"911095457"
"950114167";"911115475"
"950114167";"911125477"
"950114167";"911145481"
"950114167";"911185516"
"950114167";"911195594"
"950114167";"911205516"
"950114169";"911205517"
"950114172";"911205518"
"950114173";"911205519"
"950114177";"911205520"
"950114180";"911205521"
"950114181";"911205522"
"950114182";"911205523"
"950114183";"911205524"
"950114184";"911205525"
"950114185";"911205526"
"950114186";"911205527"
"950114187";"911205528"
"950114188";"911205529"
"950114189";"911205530"
"950114190";"911205531"
"950114191";"911205532"
"950114192";"911205533"
"950114193";"911205534"
"950114194";"911205535"
"950114195";"911205536"
"950114196";"911205537"
"950114197";"911205538"
"950114199";"911205539"
"950114200";"911205540"
"950114201";"911205541"
"950114202";"911205542"
"950114204";"911205543"
"950114205";"911205544"
"950114206";"911205545"
"950114209";"911205546"
"950114210";"911205547"
"950114211";"911205548"
"950114212";"911205549"
"950114213";"911205550"
"950114216";"911205551"
"950114218";"911205552"
"950114219";"911205553"
"950114220";"911205554"
"950114221";"911205555"
"950114223";"911205556"
"950114224";"911205557"
"950114237";"911205558"
"950114238";"911205559"
"950114241";"911205560"
"950114242";"911205561"
"950114243";"911205562"
"950114244";"911205563"
"950114245";"911205564"
"950114247";"911205565"
"950114248";"911205566"
"950114249";"911205567"
"950114251";"911195616"
"950114251";"911205568"
"950114252";"911205569"
"950114252";"911235488"
"950114253";"911205570"
"950114254";"911205571"
"950114256";"911205572"
"950114257";"911205573"
"950114258";"911205574"
"950114260";"911205575"
"950114261";"911205576"
"950114262";"911205577"
"950114263";"911205578"
"950114264";"911205579"
"950114265";"911205580"
"950114266";"911205581"
"950114267";"911205582"
"950114269";"911205583"
"950114270";"911205584"
"950114272";"911205585"
"950114272";"911215418"
"950114274";"911205586"
"950114275";"911205587"
"950114276";"911205588"
"950114277";"911205589"
"950114278";"911205590"
"950114279";"911205591"
"950114280";"911205592"
"950114281";"911205593"
"950114282";"911205594"
"950114283";"911205595"
"950114284";"911205596"
"950114285";"911205597"
"950114288";"911205598"
"950114290";"911205599"
"950114291";"911205600"
"950114295";"911205601"
"950115002";"911215408"
"950115003";"911215409"
"950115005";"911215410"
"950115006";"911215411"
"950115007";"911215412"
"950115008";"911215413"
"950115011";"911215414"
"950115012";"911215415"
"950115013";"911215416"
"950115014";"911215417"
"950115016";"911205585"
"950115016";"911215418"
"950115018";"911215419"
"950115019";"911215420"
"950115020";"911215421"
"950115021";"911215422"
"950115024";"911215423"
"950115030";"911215424"
"950115032";"911215425"
"950115033";"911215426"
"950115035";"911215427"
"950115036";"950190019"
"950115037";"950190020"
"950115040";"911215428"
"950115041";"911215429"
"950115042";"911215430"
"950115043";"911215431"
"950115044";"911215432"
"950115045";"911215433"
"950115048";"911215434"
"950115050";"911215435"
"950115051";"911215436"
"950115053";"911215437"
"950115055";"911215438"
"950115057";"911215439"
"950115059";"911215440"
"950115060";"911215441"
"950115063";"911215442"
"950115065";"911215443"
"950115067";"911215444"
"950115068";"911215445"
"950115071";"911215446"
"950115074";"911215447"
"950115077";"911215448"
"950115078";"911145446"
"950115078";"911215449"
"950115079";"911215450"
"950115080";"911215451"
"950115087";"911215452"
"950115093";"911215453"
"950115101";"911215454"
"950115102";"911215455"
"950115103";"911215456"
"950115104";"911215457"
"950115106";"911215458"
"950115107";"911215459"
"950115110";"911215460"
"950115111";"911215461"
"950115113";"911215462"
"950115118";"911215463"
"950115121";"911215464"
"950115124";"911215465"
"950115127";"911215466"
"950115128";"911215467"
"950115129";"911215468"
"950115131";"911215469"
"950115132";"911215470"
"950115133";"911215471"
"950115134";"911215472"
"950115139";"911215473"
"950115140";"911215474"
"950115142";"911215475"
"950115143";"911215476"
"950115145";"911215477"
"950115147";"911215478"
"950115148";"911215479"
"950115153";"911215480"
"950115153";"911225480"
"950115155";"911215481"
"950115157";"911215482"
"950115158";"911215483"
"950115159";"911215484"
"950115161";"911215485"
"950115162";"911215486"
"950115163";"911215487"
"950115165";"911215488"
"950115167";"911215489"
"950115168";"911215490"
"950115169";"911215491"
"950115171";"911215492"
"950115173";"911215493"
"950115174";"911215494"
"950115175";"911215495"
"950115176";"911215496"
"950115177";"911215497"
"950115179";"911215498"
"950115180";"911215499"
"950115181";"911215500"
"950115182";"911215501"
"950115183";"911215502"
"950115184";"911215503"
"950115185";"911215504"
"950115187";"911215505"
"950115188";"911215506"
"950115189";"911215507"
"950115190";"911215508"
"950115191";"911215509"
"950115193";"911215510"
"950115195";"911215511"
"950115196";"911215512"
"950115198";"911215513"
"950115200";"911215514"
"950115202";"911215515"
"950115203";"911215516"
"950115204";"911215517"
"950116002";"911225408"
"950116003";"911225409"
"950116005";"911225410"
"950116009";"911225411"
"950116014";"911225412"
"950116015";"911225413"
"950116016";"911225414"
"950116017";"911225415"
"950116018";"911225416"
"950116019";"911225417"
"950116020";"911225418"
"950116021";"911225419"
"950116024";"911225420"
"950116026";"911225421"
"950116027";"911225422"
"950116028";"911225423"
"950116031";"911225424"
"950116032";"911225425"
"950116033";"911225426"
"950116034";"911225427"
"950116036";"911225428"
"950116038";"911225429"
"950116039";"911225430"
"950116040";"911225431"
"950116041";"911225432"
"950116042";"911225433"
"950116044";"911225434"
"950116045";"911225435"
"950116046";"911225436"
"950116047";"911225437"
"950116048";"911225438"
"950116049";"911225439"
"950116050";"911225440"
"950116052";"950190021"
"950116058";"911225441"
"950116059";"911225442"
"950116060";"911225443"
"950116061";"911225444"
"950116064";"911225445"
"950116065";"911225446"
"950116066";"911225447"
"950116067";"911225448"
"950116068";"911225449"
"950116069";"911225450"
"950116072";"911225451"
"950116073";"911225452"
"950116074";"911225453"
"950116075";"911225454"
"950116076";"911225455"
"950116079";"911225456"
"950116080";"911225457"
"950116081";"911225458"
"950116082";"911225459"
"950116089";"911225460"
"950116108";"911225461"
"950116115";"911225462"
"950116117";"911225463"
"950116125";"911225464"
"950116128";"911225465"
"950116131";"911225466"
"950116132";"911225467"
"950116134";"911225468"
"950116135";"911225469"
"950116142";"911225470"
"950116147";"911095460"
"950116147";"911115464"
"950116147";"911225471"
"950116149";"911225472"
"950116152";"911115470"
"950116152";"911155467"
"950116152";"911225473"
"950116153";"911225474"
"950116154";"911225475"
"950116155";"911225476"
"950116156";"911225477"
"950116157";"911225478"
"950116158";"911225479"
"950116159";"911215480"
"950116159";"911225480"
"950116160";"911225481"
"950116161";"911225482"
"950116163";"911225483"
"950116164";"911225484"
"950116165";"911225485"
"950116166";"911225486"
"950116167";"911225487"
"950116168";"911225488"
"950116171";"911225489"
"950116177";"911165578"
"950116177";"911225490"
"950116178";"911225491"
"950116180";"911225492"
"950116181";"911225493"
"950116182";"911225494"
"950116183";"911225495"
"950116184";"911225496"
"950116185";"911225497"
"950116186";"911225498"
"950116189";"911225499"
"950116190";"911225500"
"950117002";"911235408"
"950117004";"911235409"
"950117005";"911235410"
"950117006";"911235411"
"950117007";"911235412"
"950117009";"911235413"
"950117010";"911235414"
"950117011";"911235415"
"950117012";"911235416"
"950117015";"911235417"
"950117016";"911235418"
"950117017";"911235419"
"950117018";"911235420"
"950117019";"911235421"
"950117021";"911235422"
"950117022";"911235423"
"950117023";"911235424"
"950117024";"911235425"
"950117025";"911235426"
"950117030";"911235427"
"950117031";"911235428"
"950117032";"911235429"
"950117033";"911235430"
"950117034";"911235431"
"950117036";"911235432"
"950117037";"911235433"
"950117038";"911235434"
"950117039";"911235435"
"950117040";"911235436"
"950117042";"950190022"
"950117043";"911235437"
"950117045";"950190023"
"950117046";"911235438"
"950117047";"911235439"
"950117051";"911235440"
"950117052";"911235441"
"950117053";"911235442"
"950117054";"911235443"
"950117055";"911235444"
"950117059";"911235445"
"950117060";"911235446"
"950117061";"911235447"
"950117062";"911235448"
"950117063";"911235449"
"950117067";"911235450"
"950117068";"911235451"
"950117069";"911235452"
"950117070";"911235453"
"950117072";"911235454"
"950117073";"911235455"
"950117074";"911235456"
"950117078";"911235457"
"950117079";"911235458"
"950117086";"911235459"
"950117090";"911235460"
"950117094";"911235461"
"950117097";"911235462"
"950117098";"911235463"
"950117099";"911235464"
"950117101";"911235465"
"950117109";"911235466"
"950117110";"911235467"
"950117111";"911235468"
"950117113";"911235469"
"950117116";"911235470"
"950117120";"911235471"
"950117123";"911235472"
"950117126";"911235473"
"950117127";"911235474"
"950117128";"911235475"
"950117129";"911235476"
"950117131";"911235477"
"950117132";"911235478"
"950117133";"911235479"
"950117134";"911235480"
"950117136";"911235481"
"950117145";"911235482"
"950117146";"911235483"
"950117147";"911235484"
"950117148";"911235485"
"950117149";"911235486"
"950117150";"911235487"
"950117151";"911205569"
"950117151";"911235488"
"950117153";"911235489"
"950117154";"911235490"
"950117155";"911235491"
"950117156";"911235492"
"950117157";"911235493"
"950117158";"911235494"
"950117159";"911235495"
"950117163";"911235496"
"950117165";"911235497"
"950117166";"911235498"
"950117167";"911235499"
"950117168";"911235500"
"950117169";"911235501"
"950117170";"911235502"
"950117171";"911235503"
"950117172";"911235504"
"950117173";"911235505"
"950117175";"911235507"
"950117177";"911235508"
"950117178";"911235509"
"950117181";"911235510"
"950117182";"911235511"
"950117183";"911235512"
"950117184";"911235513"
"950117185";"911235514"
"950117186";"911235515"
"950117187";"911235516"
"950117188";"911235517"
"950117189";"911235518"
"950117190";"911235519"
"950117191";"911235520"
"950117193";"911235521"
"950117196";"911235522"
"950117197";"911235523"
"950117201";"911235524"
"950117203";"911235525"
"950117205";"911235526"
"950117206";"911235527"
"950117207";"911235528"
"950117208";"911235529"
"950117210";"911235530"
"950117211";"911235531"
"950117212";"911235532"
"950117213";"911235533"
"950117214";"911235534"
"950117215";"911235535"
"950117217";"911235536"
"950117219";"911235537"
"950117221";"911235538"
"950117224";"911235539"
"950117225";"911235540"
"950117226";"911235541"
"950117227";"911235542"
"950117228";"911235543"
"950117233";"911235544"
"950117234";"911235545"
"950117235";"911235546"
"950117236";"911235547"
"950117238";"911235548"
"950117241";"911235549"
"950117243";"911235550"
"950117244";"911235551"
"950117245";"911235552"
"950119047";"950190024"
"950120049";"950190025"
"950120050";"950190026"
"950121045";"950190027"
"950121046";"950190028"
"950122051";"950190029"
"950122052";"950190030"
"950123086";"950190031"
"950123087";"950190032"
"950124042";"950190033"
"950124043";"950190034"
"950125052";"950190035"
"950125053";"950190036"
"950126047";"950190037"
"950126048";"950190038"
"950127047";"950190039"
"950127047";"950990048"
"950127048";"950190040"
"950128044";"950190041"
"950128045";"950190042"
"950129035";"950190043"
"950129037";"950190044"
"950130052";"950190045"
"950130053";"950190046"
"950131056";"950190047"
"950131057";"950190048"
"950201060";"950290000"
"950201061";"950290001"
"950202054";"950290002"
"950202055";"950290003"
"950203049";"950290004"
"950203050";"950290005"
"950204061";"950290006"
"950204062";"950290007"
"950205035";"950290008"
"950205038";"950290009"
"950206067";"950290010"
"950206068";"950290011"
"950207056";"950290012"
"950207057";"950290013"
"950207057";"950590039"
"950207057";"951190027"
"950208058";"950290014"
"950208059";"950290015"
"950209058";"950290016"
"950209059";"950290017"
"950210050";"950290018"
"950210051";"950290019"
"950211050";"950290020"
"950211051";"950290021"
"950212037";"911115418"
"950212037";"911155541"
"950212037";"950290022"
"950212037";"950590012"
"950212037";"950890025"
"950214057";"950290023"
"950214058";"950290024"
"950215054";"950290025"
"950216051";"950290026"
"950217044";"950290027"
"950217044";"950590027"
"950217045";"950290028"
"950218041";"950290029"
"950218042";"950290030"
"950219027";"950290031"
"950219028";"950290032"
"950220031";"950290033"
"950220031";"950590000"
"950220031";"951090007"
"950220032";"950290034"
"950221060";"950290035"
"950221061";"950290036"
"950222053";"950290037"
"950222054";"950290038"
"950223050";"950290039"
"950224053";"950290040"
"950224054";"950290041"
"950225046";"950290042"
"950225047";"950290043"
"950226033";"950290044"
"950226034";"950290045"
"950227033";"950290046"
"950227033";"950890038"
"950227033";"951190001"
"950227033";"951190008"
"950227034";"950290047"
"950228056";"950290048"
"950228057";"950290049"
"950301058";"950390000"
"950301059";"950390001"
"950302048";"950390002"
"950302049";"950390003"
"950303044";"950390004"
"950303045";"950390005"
"950304054";"950390006"
"950304055";"950390007"
"950305033";"950390008"
"950306029";"950390009"
"950307049";"950390010"
"950307050";"950390011"
"950308049";"950390012"
"950308050";"950390013"
"950309049";"950390014"
"950309050";"950390015"
