ID,記事ID,文番号,述語,述語位置,ガ格,ガ文ID,ガ位置,ヲ格,ヲ文ID,ヲ位置,ニ格,ニ文ID,ニ位置,本文書き出し,意味役割
20578,911145482,0,盗ま,32,,-1,-1,バッグ,0,48,,-1,-1,水戸市,"ガ:動作主 ヲ:対象 "
20581,911145482,1,盗ま,8,,-1,-1,現金,1,5,,-1,-1,バッグ,"ガ:動作主 ヲ:対象 "
20611,911145485,0,捜査し,16,埼玉・群馬県警合同捜査本部,0,26,連続失跡事件,0,9,,-1,-1,埼玉県,"ヲ:対象 ガ:動作主 "
20631,911145485,5,手伝わ,22,知人,4,0,関根容疑者,5,11,,-1,-1,川崎さ,"ガ:動作主 ヲ:対象（人） "
20661,911145486,0,遂げ,5,,-1,-1,思い,0,2,,-1,-1,恋の思,"ガ:経験者？ ヲ:対象 "
20700,911145486,12,眺め,51,左京,11,0,行きますの,12,32,,-1,-1,ただ黒,"ガ:動作主 ヲ:対象 "
20704,911145486,14,し遂げ,25,左京,14,41,密事,14,22,,-1,-1,なんと,"ガ:動作主 ヲ:対象 "
20740,911145486,29,漂っ,36,匂い,29,27,,-1,-1,,-1,-1,冷えた,"ガ:対象 ニ:場所 "
20769,911145486,36,眠っ,14,女達,36,3,,-1,-1,,-1,-1,宿直の,"ガ:動作主？ "
20799,911145486,47,黙っ,5,姫君,47,0,,-1,-1,,-1,-1,姫君は,"ガ:動作主 "
20873,911145488,1,出会っ,16,私,1,5,,-1,-1,喪失,1,13,旅をし,"ガ:経験者 ニ:対象（事態） ニ:状況 "
20907,911145488,13,犯し,4,人間,13,1,罪,13,13,,-1,-1,「人間,"ガ:動作主 ヲ:対象 "
20946,911145488,28,囲ま,10,花々,28,7,家,28,0,,-1,-1,家は高,"ガ:対象（生物） ヲ:対象 "
20983,911145489,0,明け,6,一九九五年,0,0,,-1,-1,,-1,-1,一九九,"ガ:対象 "
21066,911145490,15,味わっ,32,山川静夫,8,35,気分,15,47,,-1,-1,「おか,"ガ:経験者 ヲ:感情 "
21069,911145490,15,味わっ,50,山川静夫,8,35,気分,15,47,,-1,-1,「おか,"ガ:経験者 ヲ:感情 "
21114,911145491,4,想像さ,27,,-1,-1,こと,4,24,,-1,-1,という,"ガ:動作主 ヲ:対象 "
21136,911145491,13,継ぐ,19,秀康,13,27,徳川,13,16,,-1,-1,家康の,"ガ:動作主？ ヲ:対象 "
21146,911145491,17,劣る,10,われ,17,1,,-1,-1,女,17,6,「われ,"ガ:経験者 ニ:基準点 "
21187,911145491,30,漂う,43,雰囲気,30,39,,-1,-1,,-1,-1,これを,"ガ:対象 "
21192,911145491,34,名乗っ,19,阿国,34,12,,-1,-1,,-1,-1,出雲出,"ガ:動作主 ヲ:対象 "
21228,911145491,45,名乗る,3,者たち,45,6,阿国,45,0,,-1,-1,阿国を,"ガ:動作主 ヲ:対象 "
21268,911145492,8,売り出さ,28,富陽軒,5,82,駅弁,0,20,,-1,-1,８８年,"ガ:動作主 ヲ:対象 "
21367,911145494,2,生活し,22,私,0,0,,-1,-1,,-1,-1,仕方が,"ガ:動作主 "
21486,911145499,1,寝る,45,ご主人,0,3,,-1,-1,,-1,-1,歯磨き,"ガ:動作主 "
21495,911145500,0,遊ん,18,女の子,0,5,,-1,-1,,-1,-1,隣の３,"ガ:動作主 "
21590,911145505,16,ウズ巻く,23,ねじれ,16,19,,-1,-1,,-1,-1,中央が,"ガ:対象（事態） ガ:状況？状態？ "
21605,911145505,22,展望する,28,首相,22,0,五十年,22,24,,-1,-1,首相の,"ガ:動作主 ヲ:対象 "
21677,911145507,2,見越し,44,米投機筋,2,48,拡大,2,41,,-1,-1,このた,"ガ:経験者 ヲ:対象（事態） "
21683,911145508,2,見極め,9,,-1,-1,結果,2,6,,-1,-1,「とり,"ガ:動作主 ヲ:対象（事態） ガ:動作主 ヲ:対象 "
21699,911145509,4,観測し,28,,-1,-1,天体,4,25,,-1,-1,パソコ,"ガ:動作主 ヲ:対象 "
21839,911145514,0,合わせ,22,市,0,26,,-1,-1,,-1,-1,今春、,"ガ:経験者？ ニ:基準点 "
21861,911145514,6,組織し,15,地権者,6,4,組合,6,12,,-1,-1,計画で,"ガ:動作主 ヲ:生成物 "
21890,911155408,2,稼い,11,社員,2,16,,-1,-1,,-1,-1,中内氏,"ガ:動作主 ヲ:対象 "
21921,911155409,8,交え,20,,-1,-1,市民団体代表,8,13,新党準備会,8,23,妥協案,"ガ:その他 ヲ:対象（人） ニ:着点 "
21932,911155409,11,刺し,35,首相,11,3,くぎ,11,32,山花氏ら,10,7,さらに,"ガ:動作主？ ヲ:慣用 ニ:着点（人） "
21956,911155411,2,出馬する,55,甲斐基男氏,2,43,,-1,-1,同知事選,2,0,同知事,"ガ:動作主 ニ:対象？ "
22031,911155413,20,並行さ,5,ＰＫＯ,18,26,,-1,-1,,-1,-1,全面軍,"ガ:対象 "
22076,911155413,33,合わせる,16,,-1,-1,憲法,33,13,現状,33,10,憲法と,"ガ:動作主 ヲ:対象 ニ:基準点 "
22120,911155414,14,吸収し,15,,-1,-1,旧野党,14,0,側,14,13,旧野党,"ガ:動作主 ヲ:対象 ニ:着点 "
22127,911155414,17,吸収し,16,自民党,14,7,旧野党,15,11,,-1,-1,線引き,"ガ:動作主 ヲ:対象 "
22135,911155414,21,特定し,0,同党,1,16,特定し,21,0,,-1,-1,特定し,"ガ:動作主 ヲ:対象（事態） "
22173,911155414,37,吸収さ,4,自民党,14,7,旧野党,37,0,,-1,-1,旧野党,"ガ:動作主 ヲ:対象 "
22309,911155417,0,埋まら,56,相違,0,53,,-1,-1,,-1,-1,村山富,"ガ:対象？ "
22342,911155417,8,埋まり,11,ミゾ,8,8,,-1,-1,,-1,-1,この点,"ガ:対象 "
22368,911155418,3,合わせ,43,,-1,-1,,-1,-1,,-1,-1,常任理,"ガ:経験者？ ヲ:程度 "
22422,911155420,1,割れ,49,ガラス,1,45,,-1,-1,,-1,-1,新聞な,"ガ:対象 "
22425,911155420,2,兼ね,22,飛散防止シート,2,36,強風対策,2,17,,-1,-1,我が家,"ガ:対象 ヲ:用途 "
22431,911155420,4,割れ,14,ガラス,4,18,,-1,-1,,-1,-1,国は国,"ガ:対象 "
22432,911155420,4,割れ,22,ガラス,4,32,,-1,-1,,-1,-1,国は国,"ガ:対象 "
22522,911155423,9,思い込み,12,,-1,-1,自分たち,9,0,,-1,-1,自分た,"ガ:動作主？ ヲ:対象（人） "
22536,911155424,3,名乗る,15,女性,3,6,氏,3,13,,-1,-1,これは,"ガ:動作主 ヲ:対象 "
22647,911155427,16,傷つけ,16,サッチャー氏,14,0,ハウ氏,16,22,,-1,-1,政策に,"ガ:動作主 ヲ:対象（人） "
22651,911155427,17,突い,20,ハウ氏,16,22,独善,17,15,,-1,-1,サッチ,"ガ:動作主 ヲ:対象 ガ:動作主 ヲ:対象 "
22665,911155428,1,盗ま,14,,-1,-1,パスポート,1,8,,-1,-1,昨年末,"ガ:動作主 ヲ:対象 "
22701,911155428,20,合わせ,26,彼,17,3,,-1,-1,,-1,-1,四年前,"ガ:経験者？ ヲ:対象 "
22706,911155428,21,絶え,20,波,21,18,,-1,-1,,-1,-1,とどま,"ガ:対象 "
22840,911155436,1,盗ま,37,紛争各派,1,29,車,1,27,,-1,-1,国連難,"ガ:動作主 ヲ:対象 "
22867,911155438,4,収録さ,31,編者,4,5,人物,4,105,古代ギリシア人名事典,3,59,さきに,"ガ:対象 ニ:削除 ヲ:対象 "
22954,911155441,6,収録し,39,第二部,6,0,論稿,6,36,,-1,-1,第二部,"ガ:対象 ヲ:対象 "
22972,911155442,6,詰まっ,28,話題,6,21,,-1,-1,,-1,-1,このよ,"ガ:対象 ニ:着点？ "
23099,911155447,4,出会い,46,著者,4,31,,-1,-1,見聞,4,43,河口近,"ガ:経験者 ニ:対象（事態） "
23136,911155448,5,勤め,10,著者,2,12,,-1,-1,同社,5,13,編集長,"ガ:動作主 ニ:着点 "
23158,911155448,9,収録さ,33,私,7,19,方たち,9,19,本,9,31,「それ,"ガ:動作主 ヲ:対象 ニ:着点 "
23191,911155449,1,作り出し,65,戦争,1,73,世界秩序,1,60,,-1,-1,「五〇,"ガ:対象 ヲ:生成物 "
23305,911155455,1,余っ,2,勢い,1,0,,-1,-1,,-1,-1,勢い余,"ガ:対象 "
23306,911155455,1,座っ,14,曙,1,19,,-1,-1,土俵下,1,10,勢い余,"ガ:動作主 ニ:着点（場所） "
23307,911155455,1,転落し,24,貴乃花,0,21,,-1,-1,ひざ,1,21,勢い余,"ガ:経験者 ニ:着点（身体部分） "
23419,911155458,7,抜け,14,菅原,6,20,,-1,-1,,-1,-1,カウン,"ガ:動作主 "
23422,911155458,7,合わせ,56,森崎嘉,7,46,,-1,-1,,-1,-1,カウン,"ガ:動作主 ニ:着点 "
23441,911155458,13,倒し,19,森崎嘉,12,0,帝京,13,9,,-1,-1,高校最,"ガ:経験者 ヲ:対象 "
23506,911155459,17,倒し,17,奈良育英,17,0,四日市中央工,17,10,,-1,-1,奈良育,"ガ:経験者 ヲ:対象 "
23532,911155461,2,詰まっ,10,つぶしあん,2,14,,-1,-1,,-1,-1,皮が薄,"ガ:対象 ニ:着点 "
23604,911155463,0,受賞し,68,はばたけ,0,50,グランプリ,0,62,,-1,-1,福岡市,"ガ:対象 ヲ:対象 "
23606,911155463,1,受賞し,34,いま,1,30,グランプリ,1,5,,-1,-1,日本部,"ガ:対象 ヲ:対象 "
23683,911155466,22,伸びれ,9,彼ら,22,6,,-1,-1,,-1,-1,平尾選,"ガ:経験者 "
23686,911155467,0,受け付け,50,ぼけ１１０番,0,18,電話相談,0,13,,-1,-1,毎日新,"ガ:動作主 ヲ:対象（事態） "
23726,911155473,0,傾い,58,同県警,0,33,,-1,-1,判断,0,55,沖縄県,"ガ:経験者 ニ:対象（事態） ニ:方向？ "
23731,911155473,2,刺さ,20,,-1,-1,,-1,-1,,-1,-1,名護署,"ガ:動作主 ヲ:対象 "
23761,911155473,15,誘っ,51,三人,15,10,子,15,35,,-1,-1,これま,"ガ:動作主 ニ:対象（人） "
23767,911155474,2,付い,30,ただし書き,2,23,,-1,-1,,-1,-1,今日も,"ガ:対象 ニ:着点 "
23821,911155478,12,計算し,23,選管,12,0,,-1,-1,,-1,-1,選管は,"ガ:動作主 ヲ:対象 "
23989,911155486,6,切断し,16,関根容疑者,6,2,遺体,6,13,,-1,-1,また関,"ガ:動作主 ヲ:対象 "
23999,911155486,8,脅さ,74,関根容疑者,8,38,山崎永幸容疑者,8,23,,-1,-1,一方、,"ガ:動作主 ヲ:対象（人） "
24001,911155486,8,手伝っ,85,山崎永幸容疑者,8,23,捨てるの,8,80,,-1,-1,一方、,"ガ:動作主 ヲ:対象 "
24025,911155487,1,浴びせ,39,ロシア軍,1,21,砲撃,1,36,同官邸,1,26,ロシア,"ガ:動作主 ヲ:対象 ガ:対象 ヲ:対象（事態） ニ:削除 "
24039,911155487,5,裏付け,73,現地リポート,5,9,政府発表,5,68,,-1,-1,ロシア,"ガ:対象（事態） ヲ:対象（事態） "
24065,911155489,0,合わせ,54,,-1,-1,,-1,-1,情報サミット,0,46,政府筋,"ガ:経験者？ ヲ:対象 ニ:基準点 "
24077,911155489,5,組み合わせ,34,,-1,-1,衛星通信,5,29,,-1,-1,閣僚会,"ガ:動作主 ヲ:対象 "
24126,911155491,12,付い,3,金具,12,0,,-1,-1,,-1,-1,金具が,"ガ:対象 ニ:着点 "
24164,911155491,24,流行し,8,耳あて,24,22,,-1,-1,,-1,-1,１５年,"ガ:対象 "
24170,911155491,25,付い,32,編み込み,25,24,,-1,-1,帽子,23,14,魚の形,"ガ:対象 ニ:着点 "
24203,911155492,5,漂う,15,相互理解,5,17,,-1,-1,間,5,13,同じ無,"ガ:対象（事態） ニ:その他 "
24209,911155492,7,通し,60,野茂,4,3,やり方,7,56,,-1,-1,「まだ,"ガ:動作主 ヲ:対象 "
24255,911155493,1,合わせ,15,,-1,-1,,-1,-1,動向,1,12,実は生,"ガ:動作主 ヲ:対象（事態） ニ:基準点 "
24288,911155493,15,取り付け,17,ドメーヌ・ラロッシュ社,7,0,粘着板,15,6,あちこち,15,12,捕チョ,"ガ:動作主 ヲ:対象 ニ:着点（場所） "
24402,911155502,0,伸び,16,自動車需要,0,7,,-1,-1,,-1,-1,新日鉄,"ガ:対象 "
24412,911155502,2,製造する,31,合弁会社,2,0,チューブ,2,26,,-1,-1,合弁会,"ガ:動作主 ヲ:生成物 "
24421,911155503,2,撤退し,68,ロシア軍,2,57,チェチェン,2,62,,-1,-1,同副首,"ガ:動作主 ヲ:起点（場所） "
24465,911155505,7,スケールアップし,73,,-1,-1,座席,7,35,九五センチ,7,67,客席は,"ガ:対象 ヲ:削除 ニ:程度 "
24639,911155509,15,乗せ,28,艾澤,10,15,曲立体,15,21,板,15,26,また床,"ガ:対象 ヲ:削除 ニ:着点 "
24641,911155509,15,味わう,56,,-1,-1,特異さ,15,52,,-1,-1,また床,"ガ:動作主 ヲ:状態 "
24681,911155511,0,巻い,5,ナラダ,1,0,マフラー,0,10,首,0,3,写真で,"ガ:動作主 ヲ:対象 ニ:着点（身体部分） "
24693,911155511,2,振り回さ,57,ナラダ,2,0,荻野目ちゃん,2,50,,-1,-1,ナラダ,"ガ:経験者？ ヲ:対象（人） "
24702,911155511,8,振り回す,7,彼,3,0,荻野目ちゃん,8,0,,-1,-1,荻野目,"ガ:経験者 ヲ:対象（人） "
24723,911155511,14,作り出し,109,,-1,-1,音楽,14,116,,-1,-1,「結局,"ガ:動作主 ヲ:生成物 "
24730,911155511,15,巻き,39,ナラダ,15,0,マフラー,15,34,,-1,-1,ナラダ,"ガ:動作主 ヲ:対象 ニ:着点（身体部分） "
24745,911155512,0,歌い継が,23,,-1,-1,スタンダード・ポップス,0,29,,-1,-1,ミュー,"ガ:経験者？ ヲ:対象 "
24836,911155515,5,出会い,26,リン,5,4,,-1,-1,,-1,-1,若き剣,"ガ:経験者 "
24884,911155517,4,売り出し,19,病院側,4,0,薬,4,13,,-1,-1,病院側,"ガ:動作主 ヲ:対象 "
24923,911155518,9,慣れ,54,ハト,9,51,,-1,-1,,-1,-1,これま,"ガ:経験者 ニ:対象 "
24995,911155521,4,受け付け,44,事故調,4,0,申し出,4,40,,-1,-1,事故調,"ガ:動作主 ヲ:対象（事態） "
25083,911155525,2,同行し,15,仲間二人,2,19,,-1,-1,三人,1,7,三日早,"ガ:動作主 ニ:対象（人） "
25089,911155526,0,脅し,80,二人組,0,40,大石店長,0,49,,-1,-1,九日午,"ガ:動作主 ヲ:対象（人） "
25112,911155528,1,合わせ,24,,-1,-1,力,1,22,,-1,-1,東京都,"ガ:動作主 ヲ:対象 ヲ:慣用 "
25161,911155531,0,組織する,17,,-1,-1,全国普通科高等学校長会,0,22,,-1,-1,全国の,"ガ:その他 ヲ:生成物 "
25305,911155535,9,知り合う,36,,-1,-1,,-1,-1,,-1,-1,糠谷さ,"ガ:動作主？ "
25318,911155537,0,捜査し,36,宮古署,0,51,買収疑惑,0,31,,-1,-1,昨年九,"ガ:動作主 ヲ:対象 "
25409,911155541,11,更新し,22,業者,9,5,賃貸借契約,11,16,,-1,-1,その後,"ガ:動作主 ヲ:対象（事態） "
25433,911155541,17,合わせ,54,,-1,-1,完成,17,63,開港,17,51,しかし,"ガ:経験者？ ヲ:対象（事態） ニ:対象（事態） ニ:基準点 "
25556,911165408,4,預け,8,顧客,4,13,財産,4,0,信託銀行,4,3,財産を,"ガ:動作主 ヲ:対象 ニ:着点 "
25574,911165408,8,引き受け,61,三菱銀行,8,43,第三者割当増資,8,53,,-1,-1,日本信,"ガ:動作主 ヲ:対象（事態） "
25628,911165410,0,売り出さ,47,,-1,-1,米国産リンゴ,0,8,,-1,-1,輸入が,"ガ:その他 ヲ:対象 "
25733,911165413,5,連ね,31,ほとんど,5,24,名,5,29,,-1,-1,新党推,"ガ:動作主 ヲ:対象 "
25748,911165413,10,覚悟し,11,準備会参加者,10,1,除名,10,8,,-1,-1,「準備,"ガ:動作主？ ヲ:対象（事態） "
25789,911165415,17,整え,2,,-1,-1,数,17,0,,-1,-1,数を整,"ガ:動作主 ヲ:対象 "
25827,911165415,37,漂う,13,野心,37,10,,-1,-1,そこ,37,0,そこに,"ガ:対象 ニ:その他 "
25852,911165416,0,広まっ,59,警戒感,0,55,,-1,-1,,-1,-1,社会党,"ガ:対象 "
25942,911165420,4,出馬し,23,衣川義隆候補,4,16,,-1,-1,同知事選,4,0,同知事,"ガ:動作主 ニ:対象？ "
25987,911165423,1,観測さ,30,,-1,-1,極成層圏雲,1,18,,-1,-1,南極の,"ガ:動作主 ヲ:対象 "
25995,911165423,5,観測さ,19,,-1,-1,極成層圏雲,1,18,,-1,-1,過去、,"ガ:動作主 ヲ:対象 "
26069,911165424,10,収集し,49,最高裁,10,27,証拠,10,46,,-1,-1,特に榎,"ガ:動作主 ヲ:対象 "
26116,911165426,2,犯し,36,国家,2,33,暴力,2,45,,-1,-1,特別報,"ガ:動作主 ヲ:対象 "
26130,911165427,0,展望し,74,村山富市首相,0,0,日米関係,0,69,,-1,-1,村山富,"ガ:動作主 ヲ:対象 "
26215,911165429,10,緩める,0,日本,8,5,規制,9,7,,-1,-1,緩める,"ガ:動作主 ヲ:対象（事態） "
26344,911165429,55,注意する,5,,-1,-1,けが,55,2,,-1,-1,体のけ,"ガ:動作主 ニ:対象（事態） "
26458,911165432,5,吸収し,9,舗装道路,2,9,雨,5,3,,-1,-1,次に、,"ガ:対象 ヲ:対象 "
26596,911165436,3,脅さ,38,,-1,-1,私たち,3,16,,-1,-1,人間が,"ガ:動作主 ヲ:対象（生物） "
26608,911165436,5,注意し,60,,-1,-1,,-1,-1,,-1,-1,そのあ,"ガ:動作主 "
26612,911165436,6,降り,16,ヒシクイ,5,24,,-1,-1,水面,6,13,また、,"ニ:着点 ガ:動作主 ガ:動作主 ニ:着点（場所） "
26613,911165436,6,眠る,22,ヒシクイ,5,24,,-1,-1,,-1,-1,また、,"ガ:対象？ "
26673,911165438,7,補う,3,,-1,-1,支出,7,0,,-1,-1,支出を,"ガ:動作主 ヲ:対象（事態） "
26713,911165440,2,明け,16,年,2,14,,-1,-1,,-1,-1,十二月,"ガ:対象 "
26921,911165443,6,消滅し,37,共和国,6,33,,-1,-1,,-1,-1,１９４,"ガ:対象 "
26946,911165444,10,寝,33,カノ君,10,14,,-1,-1,,-1,-1,具合が,"ガ:動作主 "
26981,911165444,22,緊張さ,107,両国関係,22,102,,-1,-1,,-1,-1,「ＮＡ,"ガ:対象 "
26982,911165444,22,後退さ,115,経済,22,112,,-1,-1,,-1,-1,「ＮＡ,"ガ:対象 "
26988,911165444,24,合わせ,24,,-1,-1,住民投票,24,28,大統領選,24,19,フロリ,"ガ:経験者？ ヲ:対象（事態） ニ:基準点 "
27004,911165445,2,終結し,28,ロシア政府,2,17,軍事攻勢,2,23,,-1,-1,ジッダ,"ガ:動作主 ヲ:対象（事態） "
27008,911165445,2,整えよ,74,ロシア政府,2,17,条件,2,71,,-1,-1,ジッダ,"ガ:動作主 ヲ:対象 "
27068,911165451,1,組織し,17,会,1,14,もの,1,21,,-1,-1,この集,"ガ:動作主 ヲ:生成物 "
27156,911165456,10,攻撃する,32,チェチェン側部隊,10,3,,-1,-1,,-1,-1,すでに,"ガ:動作主 ヲ:対象 "
27164,911165457,0,祝っ,90,計数万人,0,72,ルソン島解放,0,82,,-1,-1,第二次,"ヲ:対象（事態） ガ:動作主 "
27199,911165461,0,下落し,63,平均株価,0,3,,-1,-1,,-1,-1,東証の,"ガ:対象 "
27200,911165461,1,更新し,31,東証,0,0,連続下落記録,1,24,,-1,-1,一九四,"ガ:対象 ヲ:対象（事態） "
27217,911165463,1,付い,45,ブドウパンコース,1,34,,-1,-1,ＳＤ―ＢＴ１００,0,16,横幅が,"ガ:対象 ニ:着点 "
27253,911165466,1,刺し,73,豊田章一郎会長,0,4,クギ,1,70,,-1,-1,また社,"ガ:動作主？ ヲ:慣用 "
27299,911165470,10,知り合っ,68,中島さん,8,4,,-1,-1,,-1,-1,一九七,"ガ:動作主 "
27370,911165474,2,閉鎖さ,27,政府,2,5,基地,2,2,,-1,-1,この基,"ガ:動作主 ヲ:対象 "
28093,911165508,4,知り合っ,24,知人,4,2,,-1,-1,,-1,-1,この知,"ガ:動作主 "
28140,911165510,2,拘束する,7,沢田次官,1,0,筆,2,5,,-1,-1,清沢氏,"ガ:動作主 ヲ:対象 "
28219,911165514,0,誘わ,54,陽気,0,50,,-1,-1,,-1,-1,「今年,"ガ:原因 ヲ:対象（人） "
28223,911165514,1,合わせる,19,,-1,-1,手,1,23,,-1,-1,「薄日,"ガ:動作主 ヲ:対象（身体部分） ヲ:慣用 "
28239,911165514,5,合わせ,59,ベネット・トミーさん,5,18,手,5,57,,-1,-1,今春、,"ガ:動作主 ヲ:対象（身体部分） ヲ:慣用 "
28265,911165516,5,討議する,36,,-1,-1,,-1,-1,,-1,-1,結果に,"ガ:その他 "
28281,911165517,4,拘束し,48,ボゴール宣言,4,7,参加経済,4,43,,-1,-1,「マレ,"ガ:対象 ヲ:対象 "
28337,911165517,22,注文する,71,エドワード・リンカーン特別経済補佐官,22,8,,-1,-1,,-1,-1,駐日米,"ガ:動作主 ニ:着点（人） "
28369,911165519,3,引き受ける,24,人,3,36,,-1,-1,,-1,-1,宇野前,"ガ:動作主 ヲ:役割 "
28408,911165520,6,預け,37,,-1,-1,,-1,-1,,-1,-1,前後賞,"ガ:動作主 ヲ:対象 ニ:着点？ "
28452,911165525,0,表示し,45,自治体,0,6,数,0,43,,-1,-1,近畿の,"ガ:動作主 ヲ:対象 "
28459,911165525,3,表示し,47,三十一市町,3,14,合計数,3,43,,-1,-1,滋賀県,"ガ:動作主 ヲ:対象 "
28479,911165525,9,表示し,39,,-1,-1,数,9,37,,-1,-1,国の各,"ガ:動作主 ヲ:対象 "
28573,911165535,0,刺さ,36,,-1,-1,腹,0,34,,-1,-1,九日午,"ガ:動作主 ヲ:対象（身体部分） "
28577,911165535,1,刺さ,22,,-1,-1,男性,1,0,,-1,-1,男性は,"ガ:動作主 ヲ:対象（人） "
28581,911165535,3,刺さ,8,,-1,-1,男性,3,5,,-1,-1,調べで,"ガ:動作主 ヲ:対象（人） "
28584,911165535,4,名乗っ,13,男性,4,0,,-1,-1,,-1,-1,男性は,"ガ:動作主 "
28588,911165536,0,抜け,26,新春気分,0,21,,-1,-1,,-1,-1,「大リ,"ガ:状態 "
28639,911165536,8,プレーし,43,私,8,25,,-1,-1,,-1,-1,日本人,"ガ:動作主 "
28775,911165542,0,落ち込ん,60,就職内定状況,0,32,,-1,-1,,-1,-1,浜本万,"ガ:対象？ "
28799,911165543,2,合流する,69,社会党本体,2,63,,-1,-1,新党,2,50,また、,"ガ:動作主 ニ:着点 "
28976,911165548,7,囲む,41,首相,6,0,テーブル,7,36,,-1,-1,昼にな,"ガ:動作主 ヲ:対象 "
28978,911165548,8,想像し,30,,-1,-1,美食,8,27,,-1,-1,最高権,"ガ:動作主 ヲ:対象？ "
29051,911165550,2,通し,8,,-1,-1,髪,2,6,穴,2,4,真ん中,"ガ:動作主 ヲ:対象（身体部分） ニ:着点 "
29060,911165550,5,慣れれ,0,,-1,-1,,-1,-1,,-1,-1,慣れれ,"ガ:経験者 ニ:対象 "
29074,911165550,10,合わせ,4,,-1,-1,,-1,-1,ＴＰＯ,10,0,ＴＰＯ,"ガ:動作主 ニ:基準点 "
29082,911165550,12,合わせ,31,,-1,-1,もの,12,44,水着,12,28,春から,"ガ:動作主 ヲ:対象 ニ:基準点 "
29140,911165552,8,取り付け,50,チェルノムイルジン首相,8,4,了解,8,47,,-1,-1,休戦は,"ガ:動作主 ヲ:対象（事態） "
29224,911165559,5,組み合わせ,53,宮沢さん,5,63,料理,5,50,,-1,-1,「小笠,"ヲ:対象 ガ:動作主 "
29247,911165559,11,付い,26,てんぷら,11,19,,-1,-1,,-1,-1,値段＝,"ガ:対象 "
29289,911165560,12,連ね,40,芝居茶屋,12,33,軒,12,38,,-1,-1,▼今で,"ニ:場所 ヲ:慣用 ヲ:対象 ガ:対象 "
29322,911165561,5,抜け,26,竹,5,11,,-1,-1,,-1,-1,キセル,"ガ:対象 "
29388,911165563,3,手伝っ,19,蓑輪正信さん,0,48,事務局,3,15,,-1,-1,同市教,"ガ:動作主 ヲ:対象 "
29403,911165564,3,緊張し,61,両選手,3,7,,-1,-1,,-1,-1,制服姿,"ガ:経験者 "
29474,911165569,2,カバーする,61,海底地震計,2,0,広域,2,58,,-1,-1,海底地,"ガ:動作主（操作対象） ヲ:程度 ガ:対象 ヲ:対象 "
29570,911165573,6,満ち,10,モノ,6,7,,-1,-1,,-1,-1,最近の,"ガ:対象 "
29597,911165574,1,降りよ,0,教師ら,1,30,,-1,-1,,-1,-1,降りよ,"ガ:動作主 ガ:動作主 "
29606,911165575,1,兼ねる,29,笹川会長,1,21,会長,1,26,,-1,-1,特別競,"ガ:動作主？ ヲ:役割 "
29620,911165576,1,犯さ,15,清水健太郎被告,0,53,過ち,1,12,,-1,-1,川本清,"ガ:動作主 ヲ:対象 "
29640,911165577,2,食う,9,独身男性,0,20,,-1,-1,,-1,-1,失職し,"ガ:動作主 ヲ:対象 "
29641,911165577,2,食わ,12,独身男性,0,20,,-1,-1,,-1,-1,失職し,"ガ:動作主 ヲ:対象 "
29654,911165577,6,勤め,12,男性,5,0,,-1,-1,コンピューター関連会社,6,0,コンピ,"ガ:動作主 ニ:着点 "
29661,911165577,7,思い込ん,36,両親,7,24,,-1,-1,,-1,-1,失業を,"ガ:動作主？ "
29674,911165578,2,寝,22,夫婦,2,14,,-1,-1,,-1,-1,一階居,"ガ:動作主 "
29754,911165581,3,閉鎖さ,47,,-1,-1,旧大阪支店,3,0,,-1,-1,旧大阪,"ガ:動作主 ヲ:対象 "
29760,911165581,5,施行し,45,大阪市,5,0,新「指導要綱,5,37,,-1,-1,大阪市,"ガ:動作主 ヲ:生成物 "
29783,911165582,3,傾く,18,太陽,3,11,,-1,-1,,-1,-1,シャッ,"ガ:対象 ニ:方向 "
29823,911165583,14,寝る,12,力士,11,0,,-1,-1,,-1,-1,激しく,"ガ:動作主 "
29886,911165586,1,遊ん,25,中場利一さん,1,14,,-1,-1,,-1,-1,著者の,"ガ:動作主 "
29911,911165586,10,落ち込ま,43,方,10,39,,-1,-1,,-1,-1,「でも,"ガ:経験者 "
29952,911165588,6,厳重注意し,8,市,6,0,安佐南区長,6,2,,-1,-1,市は安,"ガ:動作主 ヲ:対象（人） "
29989,911165590,4,食っ,72,私,4,52,もの,4,69,,-1,-1,同い年,"ガ:動作主 ヲ:対象 "
30060,911165595,1,乗せ,10,,-1,-1,福娘,1,7,宝恵かご,1,17,地元の,"ガ:動作主 ヲ:削除 ニ:着点 "
30065,911165595,3,乗り込ん,56,芸能人,3,52,,-1,-1,宝恵かご,1,17,途中、,"ガ:動作主 ニ:着点 "
30074,911165596,0,脅し,76,男,0,38,橋形局長,0,41,,-1,-1,十日午,"ガ:動作主 ヲ:対象（人） "
30093,911175408,1,独占管理し,25,ＪＴ,1,22,輸入・販売,1,35,,-1,-1,現在は,"ガ:動作主 ヲ:対象（事態） "
30135,911175410,0,大流行する,13,インフルエンザ,0,0,,-1,-1,,-1,-1,インフ,"ガ:対象 "
30139,911175410,2,混合流行し,25,ウイルス,2,20,,-1,-1,,-1,-1,Ａ香港,"ガ:対象 "
30141,911175410,2,流行する,53,インフルエンザ,0,0,,-1,-1,,-1,-1,Ａ香港,"ガ:対象 "
30174,911175410,14,感染し,16,,-1,-1,,-1,-1,ウイルス,14,11,「一度,"ガ:経験者 ニ:対象 "
